id,Date/time-south,Temperature[C]-south-glass,Humidity[%rH]-south-glass,Date/time-west,Temperature[C]-west-glass,Humidity[%rH]-west-glass,Date/time-east,Temperature[C]-east-glass,Humidity[%rH]-east-glass,Date/time-north,Temperature[C]-north-glass,Humidity[%rH]-north-glass
923,5/12/2024 9:14:00 PM,32.00,36.90,5/12/2024 9:27:00 PM,31.50,39.40,5/12/2024 9:25:00 PM,30.50,45.50,5/12/2024 9:03:00 PM,30.70,39.30
924,5/12/2024 10:14:00 PM,31.30,42.50,5/12/2024 10:27:00 PM,30.50,43.60,5/12/2024 10:25:00 PM,29.30,46.80,5/12/2024 10:03:00 PM,29.50,47.20
925,5/12/2024 11:14:00 PM,30.70,43.70,5/12/2024 11:27:00 PM,29.80,45.60,5/12/2024 11:25:00 PM,29.30,48.50,5/12/2024 11:03:00 PM,28.90,47.20
926,5/13/2024 12:14:00 AM,30.10,47.80,5/13/2024 12:27:00 AM,29.30,49.60,5/13/2024 12:25:00 AM,28.40,53.10,5/13/2024 12:03:00 AM,28.30,53.60
927,5/13/2024 1:14:00 AM,29.80,52.90,5/13/2024 1:27:00 AM,29.00,54.70,5/13/2024 1:25:00 AM,28.30,57.70,5/13/2024 1:03:00 AM,28.20,57.40
928,5/13/2024 2:14:00 AM,29.40,58.70,5/13/2024 2:27:00 AM,28.60,60.40,5/13/2024 2:25:00 AM,27.90,67.80,5/13/2024 2:03:00 AM,27.80,64.70
929,5/13/2024 3:14:00 AM,28.80,55.20,5/13/2024 3:27:00 AM,27.80,56.50,5/13/2024 3:25:00 AM,27.10,59.90,5/13/2024 3:03:00 AM,26.80,63.10
930,5/13/2024 4:14:00 AM,28.40,53.60,5/13/2024 4:27:00 AM,27.30,50.60,5/13/2024 4:25:00 AM,26.60,52.30,5/13/2024 4:03:00 AM,26.20,59.70
931,5/13/2024 5:14:00 AM,28.10,42.20,5/13/2024 5:27:00 AM,27.30,45.10,5/13/2024 5:25:00 AM,26.70,46.80,5/13/2024 5:03:00 AM,26.10,48.60
932,5/13/2024 6:14:00 AM,28.40,39.50,5/13/2024 6:27:00 AM,28.50,41.10,5/13/2024 6:25:00 AM,29.20,40.10,5/13/2024 6:03:00 AM,27.10,43.20
933,5/13/2024 7:14:00 AM,29.50,41.90,5/13/2024 7:27:00 AM,31.00,41.40,5/13/2024 7:25:00 AM,50.30,18.50,5/13/2024 7:03:00 AM,31.90,36.90
934,5/13/2024 8:14:00 AM,31.00,44.40,5/13/2024 8:27:00 AM,34.30,39.70,5/13/2024 8:25:00 AM,59.90,13.00,5/13/2024 8:03:00 AM,31.80,42.80
935,5/13/2024 9:14:00 AM,33.20,39.90,5/13/2024 9:27:00 AM,36.40,34.80,5/13/2024 9:25:00 AM,61.90,11.90,5/13/2024 9:03:00 AM,34.40,38.90
936,5/13/2024 10:14:00 AM,35.50,31.70,5/13/2024 10:27:00 AM,38.40,28.80,5/13/2024 10:25:00 AM,62.40,10.10,5/13/2024 10:03:00 AM,37.60,28.80
937,5/13/2024 11:14:00 AM,49.10,19.10,5/13/2024 11:27:00 AM,39.60,26.10,5/13/2024 11:25:00 AM,56.40,11.70,5/13/2024 11:03:00 AM,39.60,26.10
938,5/13/2024 12:14:00 PM,47.20,15.70,5/13/2024 12:27:00 PM,41.90,21.00,5/13/2024 12:25:00 PM,44.20,16.00,5/13/2024 12:03:00 PM,41.30,21.50
939,5/13/2024 1:14:00 PM,41.90,17.20,5/13/2024 1:27:00 PM,53.00,10.30,5/13/2024 1:25:00 PM,42.70,15.40,5/13/2024 1:03:00 PM,42.70,17.30
940,5/13/2024 2:14:00 PM,40.60,24.00,5/13/2024 2:27:00 PM,49.90,16.70,5/13/2024 2:25:00 PM,41.80,24.80,5/13/2024 2:03:00 PM,45.80,19.60
941,5/13/2024 3:14:00 PM,39.70,30.60,5/13/2024 3:27:00 PM,52.40,18.60,5/13/2024 3:25:00 PM,39.80,32.00,5/13/2024 3:03:00 PM,49.20,20.30
942,5/13/2024 4:14:00 PM,37.80,36.70,5/13/2024 4:27:00 PM,56.20,15.90,5/13/2024 4:25:00 PM,37.90,36.50,5/13/2024 4:03:00 PM,50.60,21.00
943,5/13/2024 5:14:00 PM,36.30,36.10,5/13/2024 5:27:00 PM,51.20,18.10,5/13/2024 5:25:00 PM,36.90,36.90,5/13/2024 5:03:00 PM,49.50,20.10
944,5/13/2024 6:14:00 PM,34.90,43.20,5/13/2024 6:27:00 PM,40.90,30.70,5/13/2024 6:25:00 PM,34.50,45.00,5/13/2024 6:03:00 PM,43.10,29.60
945,5/13/2024 7:14:00 PM,33.10,43.10,5/13/2024 7:27:00 PM,34.10,39.40,5/13/2024 7:25:00 PM,32.30,46.70,5/13/2024 7:03:00 PM,33.50,42.30
946,5/13/2024 8:14:00 PM,32.80,42.80,5/13/2024 8:27:00 PM,33.10,40.90,5/13/2024 8:25:00 PM,32.20,45.30,5/13/2024 8:03:00 PM,32.30,45.00
947,5/13/2024 9:14:00 PM,32.20,42.50,5/13/2024 9:27:00 PM,32.30,40.60,5/13/2024 9:25:00 PM,31.70,43.70,5/13/2024 9:03:00 PM,31.50,45.40
948,5/13/2024 10:14:00 PM,31.70,42.50,5/13/2024 10:27:00 PM,31.60,41.60,5/13/2024 10:25:00 PM,31.00,43.60,5/13/2024 10:03:00 PM,30.90,43.60
949,5/13/2024 11:14:00 PM,31.20,40.10,5/13/2024 11:27:00 PM,31.10,39.60,5/13/2024 11:25:00 PM,30.50,41.90,5/13/2024 11:03:00 PM,30.20,42.50
950,5/14/2024 12:14:00 AM,30.90,38.70,5/14/2024 12:27:00 AM,30.60,40.20,5/14/2024 12:25:00 AM,30.30,40.10,5/14/2024 12:03:00 AM,29.80,41.00
951,5/14/2024 1:14:00 AM,30.40,39.60,5/14/2024 1:27:00 AM,30.20,40.70,5/14/2024 1:25:00 AM,29.70,42.60,5/14/2024 1:03:00 AM,29.20,42.40
952,5/14/2024 2:14:00 AM,30.20,39.90,5/14/2024 2:27:00 AM,29.90,40.30,5/14/2024 2:25:00 AM,29.60,41.70,5/14/2024 2:03:00 AM,29.20,41.80
953,5/14/2024 3:14:00 AM,30.00,40.80,5/14/2024 3:27:00 AM,29.60,42.10,5/14/2024 3:25:00 AM,29.40,43.20,5/14/2024 3:03:00 AM,28.90,43.60
954,5/14/2024 4:14:00 AM,29.90,39.20,5/14/2024 4:27:00 AM,29.80,38.30,5/14/2024 4:25:00 AM,29.40,39.40,5/14/2024 4:03:00 AM,28.90,43.20
955,5/14/2024 5:14:00 AM,30.70,35.00,5/14/2024 5:27:00 AM,30.40,36.20,5/14/2024 5:25:00 AM,30.10,36.90,5/14/2024 5:03:00 AM,30.10,36.10
956,5/14/2024 6:14:00 AM,30.80,35.30,5/14/2024 6:27:00 AM,31.00,36.10,5/14/2024 6:25:00 AM,32.00,35.00,5/14/2024 6:03:00 AM,30.60,36.20
957,5/14/2024 7:14:00 AM,31.20,36.60,5/14/2024 7:27:00 AM,32.90,34.30,5/14/2024 7:25:00 AM,49.30,16.80,5/14/2024 7:03:00 AM,34.20,31.40
958,5/14/2024 8:14:00 AM,33.00,32.70,5/14/2024 8:27:00 AM,36.40,28.00,5/14/2024 8:25:00 AM,59.90,10.70,5/14/2024 8:03:00 AM,34.40,30.90
959,5/14/2024 9:14:00 AM,35.00,29.30,5/14/2024 9:27:00 AM,37.90,26.40,5/14/2024 9:25:00 AM,61.80,9.70,5/14/2024 9:03:00 AM,36.50,27.60
960,5/14/2024 10:14:00 AM,36.80,27.40,5/14/2024 10:27:00 AM,39.00,24.80,5/14/2024 10:25:00 AM,62.50,9.20,5/14/2024 10:03:00 AM,38.20,26.50
961,5/14/2024 11:14:00 AM,49.60,14.30,5/14/2024 11:27:00 AM,39.70,21.40,5/14/2024 11:25:00 AM,54.10,10.50,5/14/2024 11:03:00 AM,39.60,22.20
962,5/14/2024 12:14:00 PM,45.70,13.00,5/14/2024 12:27:00 PM,41.70,17.80,5/14/2024 12:25:00 PM,43.20,14.30,5/14/2024 12:03:00 PM,40.90,18.40
963,5/14/2024 1:14:00 PM,41.40,16.40,5/14/2024 1:27:00 PM,56.20,10.80,5/14/2024 1:25:00 PM,42.70,15.00,5/14/2024 1:03:00 PM,42.50,16.40
964,5/14/2024 2:14:00 PM,41.30,15.80,5/14/2024 2:27:00 PM,63.60,8.10,5/14/2024 2:25:00 PM,42.90,14.80,5/14/2024 2:03:00 PM,50.90,11.70
965,5/14/2024 3:14:00 PM,42.30,15.40,5/14/2024 3:27:00 PM,65.90,7.10,5/14/2024 3:25:00 PM,43.60,14.70,5/14/2024 3:03:00 PM,59.60,8.70
966,5/14/2024 4:14:00 PM,42.40,15.10,5/14/2024 4:27:00 PM,64.30,7.20,5/14/2024 4:25:00 PM,43.50,14.50,5/14/2024 4:03:00 PM,60.80,7.70
967,5/14/2024 5:14:00 PM,38.00,34.90,5/14/2024 5:27:00 PM,49.50,18.00,5/14/2024 5:25:00 PM,37.60,34.50,5/14/2024 5:03:00 PM,51.40,19.90
968,5/14/2024 6:14:00 PM,35.90,32.90,5/14/2024 6:27:00 PM,40.00,25.40,5/14/2024 6:25:00 PM,35.60,34.00,5/14/2024 6:03:00 PM,41.10,27.00
969,5/14/2024 7:14:00 PM,34.60,36.10,5/14/2024 7:27:00 PM,35.40,35.30,5/14/2024 7:25:00 PM,33.90,39.20,5/14/2024 7:03:00 PM,35.10,37.50
970,5/14/2024 8:14:00 PM,33.60,35.30,5/14/2024 8:27:00 PM,34.10,33.80,5/14/2024 8:25:00 PM,32.90,38.10,5/14/2024 8:03:00 PM,33.40,36.50
971,5/14/2024 9:14:00 PM,33.10,34.40,5/14/2024 9:27:00 PM,33.40,33.20,5/14/2024 9:25:00 PM,32.70,36.00,5/14/2024 9:03:00 PM,32.80,35.60
972,5/14/2024 10:14:00 PM,32.70,33.60,5/14/2024 10:27:00 PM,32.80,33.40,5/14/2024 10:25:00 PM,32.30,35.80,5/14/2024 10:03:00 PM,32.10,35.00
973,5/14/2024 11:14:00 PM,32.30,34.20,5/14/2024 11:27:00 PM,32.10,34.20,5/14/2024 11:25:00 PM,31.00,37.30,5/14/2024 11:03:00 PM,31.40,36.20
974,5/15/2024 12:14:00 AM,32.00,34.00,5/15/2024 12:27:00 AM,31.80,34.30,5/15/2024 12:25:00 AM,31.10,36.80,5/15/2024 12:03:00 AM,31.00,36.30
975,5/15/2024 1:14:00 AM,31.90,33.30,5/15/2024 1:27:00 AM,31.40,34.50,5/15/2024 1:25:00 AM,30.80,36.50,5/15/2024 1:03:00 AM,31.20,34.20
976,5/15/2024 2:14:00 AM,31.10,34.10,5/15/2024 2:27:00 AM,30.80,34.80,5/15/2024 2:25:00 AM,30.50,36.00,5/15/2024 2:03:00 AM,30.10,36.50
977,5/15/2024 3:14:00 AM,30.60,34.80,5/15/2024 3:27:00 AM,30.30,36.30,5/15/2024 3:25:00 AM,29.90,38.20,5/15/2024 3:03:00 AM,29.60,37.10
978,5/15/2024 4:14:00 AM,30.10,36.90,5/15/2024 4:27:00 AM,29.60,38.20,5/15/2024 4:25:00 AM,29.30,39.90,5/15/2024 4:03:00 AM,29.00,39.20
979,5/15/2024 5:14:00 AM,29.90,40.80,5/15/2024 5:27:00 AM,29.40,41.00,5/15/2024 5:25:00 AM,28.90,42.80,5/15/2024 5:03:00 AM,28.80,43.40
980,5/15/2024 6:14:00 AM,29.70,38.50,5/15/2024 6:27:00 AM,30.10,37.50,5/15/2024 6:25:00 AM,31.00,36.60,5/15/2024 6:03:00 AM,29.10,41.50
981,5/15/2024 7:14:00 AM,31.20,30.90,5/15/2024 7:27:00 AM,33.00,29.10,5/15/2024 7:25:00 AM,48.40,16.10,5/15/2024 7:03:00 AM,33.90,27.70
982,5/15/2024 8:14:00 AM,33.10,28.80,5/15/2024 8:27:00 AM,36.60,25.20,5/15/2024 8:25:00 AM,61.00,9.70,5/15/2024 8:03:00 AM,34.60,26.70
983,5/15/2024 9:14:00 AM,35.10,25.30,5/15/2024 9:27:00 AM,38.20,22.50,5/15/2024 9:25:00 AM,62.70,8.60,5/15/2024 9:03:00 AM,36.90,23.50
984,5/15/2024 10:14:00 AM,36.90,23.20,5/15/2024 10:27:00 AM,39.10,21.30,5/15/2024 10:25:00 AM,63.90,7.70,5/15/2024 10:03:00 AM,38.50,21.40
985,5/15/2024 11:14:00 AM,50.10,14.30,5/15/2024 11:27:00 AM,40.10,20.50,5/15/2024 11:25:00 AM,57.40,9.20,5/15/2024 11:03:00 AM,39.80,20.20
986,5/15/2024 12:14:00 PM,46.40,14.00,5/15/2024 12:27:00 PM,41.80,18.90,5/15/2024 12:25:00 PM,43.90,15.30,5/15/2024 12:03:00 PM,41.00,18.80
987,5/15/2024 1:14:00 PM,41.50,17.10,5/15/2024 1:27:00 PM,57.40,10.70,5/15/2024 1:25:00 PM,42.80,16.20,5/15/2024 1:03:00 PM,42.20,17.30
988,5/15/2024 2:14:00 PM,41.30,17.10,5/15/2024 2:27:00 PM,62.40,8.60,5/15/2024 2:25:00 PM,43.00,16.40,5/15/2024 2:03:00 PM,50.90,11.90
989,5/15/2024 3:14:00 PM,40.90,19.20,5/15/2024 3:27:00 PM,51.00,12.30,5/15/2024 3:25:00 PM,42.00,18.80,5/15/2024 3:03:00 PM,50.40,12.80
990,5/15/2024 4:14:00 PM,40.20,21.20,5/15/2024 4:27:00 PM,49.30,14.60,5/15/2024 4:25:00 PM,41.10,21.60,5/15/2024 4:03:00 PM,51.10,13.90
991,5/15/2024 5:14:00 PM,38.70,23.40,5/15/2024 5:27:00 PM,51.40,14.00,5/15/2024 5:25:00 PM,39.30,24.60,5/15/2024 5:03:00 PM,48.50,15.10
992,5/15/2024 6:14:00 PM,37.10,26.20,5/15/2024 6:27:00 PM,41.10,21.60,5/15/2024 6:25:00 PM,36.50,28.60,5/15/2024 6:03:00 PM,43.50,19.40
993,5/15/2024 7:14:00 PM,35.10,30.10,5/15/2024 7:27:00 PM,35.70,28.90,5/15/2024 7:25:00 PM,34.40,33.20,5/15/2024 7:03:00 PM,35.60,29.80
994,5/15/2024 8:14:00 PM,34.10,32.80,5/15/2024 8:27:00 PM,34.40,33.00,5/15/2024 8:25:00 PM,33.40,36.80,5/15/2024 8:03:00 PM,33.80,36.30
995,5/15/2024 9:14:00 PM,33.30,38.50,5/15/2024 9:27:00 PM,33.40,37.40,5/15/2024 9:25:00 PM,32.60,41.30,5/15/2024 9:03:00 PM,32.90,35.90
996,5/15/2024 10:14:00 PM,32.50,37.40,5/15/2024 10:27:00 PM,32.50,36.70,5/15/2024 10:25:00 PM,32.00,39.80,5/15/2024 10:03:00 PM,32.00,40.00
997,5/15/2024 11:14:00 PM,32.20,36.60,5/15/2024 11:27:00 PM,32.00,36.90,5/15/2024 11:25:00 PM,31.60,39.40,5/15/2024 11:03:00 PM,31.40,38.90
998,5/16/2024 12:14:00 AM,31.70,36.60,5/16/2024 12:27:00 AM,31.40,37.00,5/16/2024 12:25:00 AM,31.10,38.80,5/16/2024 12:03:00 AM,30.80,39.50
999,5/16/2024 1:14:00 AM,31.10,37.00,5/16/2024 1:27:00 AM,30.70,37.50,5/16/2024 1:25:00 AM,30.10,39.50,5/16/2024 1:03:00 AM,29.90,40.10
1000,5/16/2024 2:14:00 AM,30.70,35.50,5/16/2024 2:27:00 AM,30.30,35.80,5/16/2024 2:25:00 AM,29.80,37.50,5/16/2024 2:03:00 AM,29.50,38.50
1001,5/16/2024 3:14:00 AM,30.40,35.20,5/16/2024 3:27:00 AM,29.80,36.90,5/16/2024 3:25:00 AM,29.10,38.70,5/16/2024 3:03:00 AM,29.00,37.80
1002,5/16/2024 4:14:00 AM,30.10,35.40,5/16/2024 4:27:00 AM,29.60,36.40,5/16/2024 4:25:00 AM,29.10,37.70,5/16/2024 4:03:00 AM,28.90,37.90
1003,5/16/2024 5:14:00 AM,29.90,35.10,5/16/2024 5:27:00 AM,29.30,36.50,5/16/2024 5:25:00 AM,28.70,38.20,5/16/2024 5:03:00 AM,28.60,37.60
1004,5/16/2024 6:14:00 AM,30.00,34.40,5/16/2024 6:27:00 AM,30.50,34.30,5/16/2024 6:25:00 AM,31.70,32.60,5/16/2024 6:03:00 AM,29.40,36.30
1005,5/16/2024 7:14:00 AM,30.90,33.70,5/16/2024 7:27:00 AM,33.00,32.30,5/16/2024 7:25:00 AM,49.40,16.80,5/16/2024 7:03:00 AM,34.80,28.90
1006,5/16/2024 8:14:00 AM,32.60,30.40,5/16/2024 8:27:00 AM,36.50,26.20,5/16/2024 8:25:00 AM,60.30,9.60,5/16/2024 8:03:00 AM,34.30,29.50
1007,5/16/2024 9:14:00 AM,34.80,26.60,5/16/2024 9:27:00 AM,38.30,23.20,5/16/2024 9:25:00 AM,63.70,8.10,5/16/2024 9:03:00 AM,36.70,24.00
1008,5/16/2024 10:14:00 AM,37.20,22.40,5/16/2024 10:27:00 AM,39.70,20.80,5/16/2024 10:25:00 AM,66.20,7.20,5/16/2024 10:03:00 AM,38.80,21.70
1009,5/16/2024 11:14:00 AM,51.40,13.50,5/16/2024 11:27:00 AM,40.40,19.20,5/16/2024 11:25:00 AM,57.40,8.70,5/16/2024 11:03:00 AM,40.40,18.80
1010,5/16/2024 12:14:00 PM,46.00,13.00,5/16/2024 12:27:00 PM,41.90,17.70,5/16/2024 12:25:00 PM,44.20,14.10,5/16/2024 12:03:00 PM,41.50,17.50
1011,5/16/2024 1:14:00 PM,41.50,16.20,5/16/2024 1:27:00 PM,56.90,10.60,5/16/2024 1:25:00 PM,42.80,15.40,5/16/2024 1:03:00 PM,42.10,16.50
1012,5/16/2024 2:14:00 PM,40.50,18.80,5/16/2024 2:27:00 PM,49.00,13.20,5/16/2024 2:25:00 PM,41.30,18.20,5/16/2024 2:03:00 PM,46.00,14.90
1013,5/16/2024 3:14:00 PM,40.00,18.40,5/16/2024 3:27:00 PM,50.10,12.30,5/16/2024 3:25:00 PM,40.50,18.60,5/16/2024 3:03:00 PM,48.80,13.70
1014,5/16/2024 4:14:00 PM,39.10,19.70,5/16/2024 4:27:00 PM,51.90,12.90,5/16/2024 4:25:00 PM,39.70,21.70,5/16/2024 4:03:00 PM,49.40,12.90
1015,5/16/2024 5:14:00 PM,37.00,25.70,5/16/2024 5:27:00 PM,51.00,14.40,5/16/2024 5:25:00 PM,37.30,27.50,5/16/2024 5:03:00 PM,48.50,15.30
1016,5/16/2024 6:14:00 PM,35.50,28.70,5/16/2024 6:27:00 PM,40.50,23.20,5/16/2024 6:25:00 PM,35.10,32.00,5/16/2024 6:03:00 PM,42.30,21.00
1017,5/16/2024 7:14:00 PM,33.90,33.10,5/16/2024 7:27:00 PM,34.50,32.40,5/16/2024 7:25:00 PM,33.20,37.90,5/16/2024 7:03:00 PM,34.30,32.80
1018,5/16/2024 8:14:00 PM,33.10,36.20,5/16/2024 8:27:00 PM,33.40,33.60,5/16/2024 8:25:00 PM,32.30,37.20,5/16/2024 8:03:00 PM,32.80,39.50
1019,5/16/2024 9:14:00 PM,32.60,36.40,5/16/2024 9:27:00 PM,32.80,35.10,5/16/2024 9:25:00 PM,32.10,38.30,5/16/2024 9:03:00 PM,32.20,38.40
1020,5/16/2024 10:14:00 PM,32.30,35.90,5/16/2024 10:27:00 PM,32.20,36.50,5/16/2024 10:25:00 PM,31.40,40.00,5/16/2024 10:03:00 PM,31.60,37.30
1021,5/16/2024 11:14:00 PM,31.90,38.00,5/16/2024 11:27:00 PM,31.60,39.20,5/16/2024 11:25:00 PM,31.10,41.90,5/16/2024 11:03:00 PM,31.10,40.80
1022,5/17/2024 12:14:00 AM,31.40,40.30,5/17/2024 12:27:00 AM,31.00,40.90,5/17/2024 12:25:00 AM,30.30,43.70,5/17/2024 12:03:00 AM,30.30,43.40
1023,5/17/2024 1:14:00 AM,30.90,41.10,5/17/2024 1:27:00 AM,30.50,42.10,5/17/2024 1:25:00 AM,29.80,44.40,5/17/2024 1:03:00 AM,29.70,44.30
1024,5/17/2024 2:14:00 AM,30.50,41.00,5/17/2024 2:27:00 AM,30.00,42.70,5/17/2024 2:25:00 AM,29.40,44.60,5/17/2024 2:03:00 AM,29.20,44.00
1025,5/17/2024 3:14:00 AM,30.20,41.00,5/17/2024 3:27:00 AM,29.60,42.50,5/17/2024 3:25:00 AM,28.80,44.50,5/17/2024 3:03:00 AM,28.80,44.80
1026,5/17/2024 4:14:00 AM,29.80,40.00,5/17/2024 4:27:00 AM,29.20,41.10,5/17/2024 4:25:00 AM,28.20,43.50,5/17/2024 4:03:00 AM,28.30,43.80
1027,5/17/2024 5:14:00 AM,29.50,39.70,5/17/2024 5:27:00 AM,28.80,41.80,5/17/2024 5:25:00 AM,28.00,44.20,5/17/2024 5:03:00 AM,28.00,43.30
1028,5/17/2024 6:14:00 AM,29.50,39.50,5/17/2024 6:27:00 AM,29.80,40.30,5/17/2024 6:25:00 AM,31.10,39.40,5/17/2024 6:03:00 AM,28.60,43.00
1029,5/17/2024 7:14:00 AM,30.40,40.00,5/17/2024 7:27:00 AM,32.70,37.40,5/17/2024 7:25:00 AM,51.30,18.50,5/17/2024 7:03:00 AM,34.00,34.30
1030,5/17/2024 8:14:00 AM,32.00,36.70,5/17/2024 8:27:00 AM,36.90,29.90,5/17/2024 8:25:00 AM,63.30,9.30,5/17/2024 8:03:00 AM,34.50,33.70
1031,5/17/2024 9:14:00 AM,34.20,32.40,5/17/2024 9:27:00 AM,38.50,26.70,5/17/2024 9:25:00 AM,67.30,8.50,5/17/2024 9:03:00 AM,36.60,28.70
1032,5/17/2024 10:14:00 AM,36.70,26.10,5/17/2024 10:27:00 AM,40.10,21.00,5/17/2024 10:25:00 AM,67.00,7.30,5/17/2024 10:03:00 AM,38.90,23.20
1033,5/17/2024 11:14:00 AM,51.60,14.30,5/17/2024 11:27:00 AM,41.00,19.90,5/17/2024 11:25:00 AM,59.90,8.50,5/17/2024 11:03:00 AM,40.80,19.20
1034,5/17/2024 12:14:00 PM,44.40,17.90,5/17/2024 12:27:00 PM,40.60,21.90,5/17/2024 12:25:00 PM,43.30,19.60,5/17/2024 12:03:00 PM,41.50,17.50
1035,5/17/2024 1:14:00 PM,39.50,23.70,5/17/2024 1:27:00 PM,44.50,20.00,5/17/2024 1:25:00 PM,41.10,22.50,5/17/2024 1:03:00 PM,40.50,22.60
1036,5/17/2024 2:14:00 PM,38.90,22.90,5/17/2024 2:27:00 PM,46.70,16.20,5/17/2024 2:25:00 PM,40.10,21.50,5/17/2024 2:03:00 PM,44.40,18.30
1037,5/17/2024 3:14:00 PM,39.10,21.70,5/17/2024 3:27:00 PM,46.80,16.40,5/17/2024 3:25:00 PM,40.20,22.00,5/17/2024 3:03:00 PM,47.20,15.00
1038,5/17/2024 4:14:00 PM,38.50,21.50,5/17/2024 4:27:00 PM,54.30,10.80,5/17/2024 4:25:00 PM,38.80,21.50,5/17/2024 4:03:00 PM,49.10,14.10
1039,5/17/2024 5:14:00 PM,37.30,23.00,5/17/2024 5:27:00 PM,51.60,12.10,5/17/2024 5:25:00 PM,37.80,23.10,5/17/2024 5:03:00 PM,49.80,14.00
1040,5/17/2024 6:14:00 PM,36.20,24.60,5/17/2024 6:27:00 PM,41.30,19.00,5/17/2024 6:25:00 PM,36.00,26.00,5/17/2024 6:03:00 PM,43.70,17.90
1041,5/17/2024 7:14:00 PM,34.90,27.90,5/17/2024 7:27:00 PM,35.50,27.00,5/17/2024 7:25:00 PM,34.20,30.60,5/17/2024 7:03:00 PM,35.30,27.50
1042,5/17/2024 8:14:00 PM,34.10,28.80,5/17/2024 8:27:00 PM,34.10,28.60,5/17/2024 8:25:00 PM,33.10,31.60,5/17/2024 8:03:00 PM,33.60,29.60
1043,5/17/2024 9:14:00 PM,33.40,33.00,5/17/2024 9:27:00 PM,33.40,33.30,5/17/2024 9:25:00 PM,32.60,35.70,5/17/2024 9:03:00 PM,32.70,34.70
1044,5/17/2024 10:14:00 PM,33.00,31.10,5/17/2024 10:27:00 PM,32.70,30.90,5/17/2024 10:25:00 PM,32.00,33.20,5/17/2024 10:03:00 PM,32.30,33.00
1045,5/17/2024 11:14:00 PM,32.30,32.50,5/17/2024 11:27:00 PM,31.90,33.60,5/17/2024 11:25:00 PM,30.80,36.10,5/17/2024 11:03:00 PM,31.10,34.50
1046,5/18/2024 12:14:00 AM,31.70,33.00,5/18/2024 12:27:00 AM,31.30,33.60,5/18/2024 12:25:00 AM,30.50,35.40,5/18/2024 12:03:00 AM,30.60,35.40
1047,5/18/2024 1:14:00 AM,31.10,32.90,5/18/2024 1:27:00 AM,30.60,34.10,5/18/2024 1:25:00 AM,30.10,35.90,5/18/2024 1:03:00 AM,29.70,35.30
1048,5/18/2024 2:14:00 AM,30.60,32.50,5/18/2024 2:27:00 AM,30.10,32.90,5/18/2024 2:25:00 AM,29.80,34.10,5/18/2024 2:03:00 AM,29.30,35.30
1049,5/18/2024 3:14:00 AM,30.30,32.60,5/18/2024 3:27:00 AM,29.80,34.10,5/18/2024 3:25:00 AM,29.10,35.50,5/18/2024 3:03:00 AM,29.00,35.20
1050,5/18/2024 4:14:00 AM,29.90,33.30,5/18/2024 4:27:00 AM,29.30,35.00,5/18/2024 4:25:00 AM,28.70,36.60,5/18/2024 4:03:00 AM,28.60,35.80
1051,5/18/2024 5:14:00 AM,29.60,34.30,5/18/2024 5:27:00 AM,28.90,35.70,5/18/2024 5:25:00 AM,28.20,37.30,5/18/2024 5:03:00 AM,28.20,37.00
1052,5/18/2024 6:14:00 AM,29.50,34.30,5/18/2024 6:27:00 AM,29.50,35.30,5/18/2024 6:25:00 AM,30.10,35.30,5/18/2024 6:03:00 AM,28.60,36.50
1053,5/18/2024 7:14:00 AM,30.20,34.50,5/18/2024 7:27:00 AM,32.50,32.70,5/18/2024 7:25:00 AM,53.50,15.30,5/18/2024 7:03:00 AM,34.30,29.10
1054,5/18/2024 8:14:00 AM,31.70,33.40,5/18/2024 8:27:00 AM,37.10,27.50,5/18/2024 8:25:00 AM,67.20,8.10,5/18/2024 8:03:00 AM,34.00,30.00
1055,5/18/2024 9:14:00 AM,33.80,28.00,5/18/2024 9:27:00 AM,38.90,22.50,5/18/2024 9:25:00 AM,69.20,7.10,5/18/2024 9:03:00 AM,36.30,25.90
1056,5/18/2024 10:14:00 AM,36.20,23.90,5/18/2024 10:27:00 AM,39.50,21.20,5/18/2024 10:25:00 AM,67.60,7.00,5/18/2024 10:03:00 AM,38.50,21.40
1057,5/18/2024 11:14:00 AM,48.90,14.70,5/18/2024 11:27:00 AM,39.80,19.30,5/18/2024 11:25:00 AM,58.90,8.70,5/18/2024 11:03:00 AM,39.70,19.50
1058,5/18/2024 12:14:00 PM,42.30,15.80,5/18/2024 12:27:00 PM,40.20,20.40,5/18/2024 12:25:00 PM,42.30,18.20,5/18/2024 12:03:00 PM,40.50,18.70
1059,5/18/2024 1:14:00 PM,38.70,24.70,5/18/2024 1:27:00 PM,46.50,17.90,5/18/2024 1:25:00 PM,40.10,24.40,5/18/2024 1:03:00 PM,39.30,21.30
1060,5/18/2024 2:14:00 PM,38.90,23.20,5/18/2024 2:27:00 PM,49.80,15.00,5/18/2024 2:25:00 PM,39.80,25.10,5/18/2024 2:03:00 PM,46.20,16.30
1061,5/18/2024 3:14:00 PM,39.00,23.80,5/18/2024 3:27:00 PM,49.70,15.30,5/18/2024 3:25:00 PM,39.30,25.10,5/18/2024 3:03:00 PM,48.60,15.80
1062,5/18/2024 4:14:00 PM,39.00,23.70,5/18/2024 4:27:00 PM,51.20,14.50,5/18/2024 4:25:00 PM,39.60,24.00,5/18/2024 4:03:00 PM,49.80,14.90
